word,selected,annotated_semantics,projected_semantics,freq_sketch,f-pref_itwac,f-pref_repubblica,f-pref_wikiconll,f-adv_itwac,f-adv_repubblica,f-adv_wikiconll
amore,True,?,Entity#Qualification or Set of Circumstances,10,2,0,0,0,0,0
autobiografia,True,?,?,10,2,0,0,0,0,0
bambina,True,?,Qualification or Set of Circumstances,10,0,0,0,0,5,0
cognato,True,?,Kinship,10,1,0,0,0,0,0
divinità,True,?,?,10,0,1,0,0,0,0
finale,True,?,?,10,1,0,0,0,0,0
fine,True,?,?,10,1,0,1,0,0,1
genitori,True,?,Kinship,10,0,0,0,0,1,0
governo,True,?,Qualification or Set of Circumstances,10,0,1,0,0,0,0
gratis,True,?,?,10,0,0,0,0,12,0
libero,True,?,?,10,0,0,0,0,5,0
medico,True,?,Job or Career,10,2,0,0,0,2,0
partito,True,?,Qualification or Set of Circumstances,10,2,7,0,0,0,0
perfezione,True,?,?,10,6,1,0,0,5,0
poteri,True,?,?,10,0,0,0,0,0,0
pubblico,True,?,?,10,0,0,0,0,3,0
realismo,True,?,Cultural or political movement#-,10,3,0,1,0,0,0
religiosi,True,?,?,10,0,0,0,0,0,0
schiavitù,True,?,?,10,0,0,0,0,0,0
soggetto,True,?,?,10,1,0,0,0,0,0
stagnazione,True,?,?,10,2,0,0,0,5,0
Stati,True,?,?,10,1,0,0,0,0,0
macchina,True,?,?,106,0,0,0,0,0,0
mercato,True,?,Qualification or Set of Circumstances,109,19,0,0,0,0,0
coincidenza,True,?,?,11,1,0,0,0,5,1
contratti,True,?,Entity,11,4,1,1,0,0,0
cristallo,True,?,?,11,2,0,0,0,0,0
lavoro,True,?,Qualification or Set of Circumstances,11,0,0,0,0,0,0
miracolo,True,?,?,11,3,1,0,0,2,0
monete,True,?,?,11,1,0,1,0,0,0
monologo,True,?,?,11,1,3,0,0,2,0
monopoli,True,?,Rank,11,2,2,0,0,0,0
quotidiano,True,?,?,11,1,0,0,0,29,2
rime,True,?,?,11,1,0,0,0,0,0
sconfitta,True,?,?,11,0,1,1,0,2,0
equity,True,?,?,115,0,0,0,0,0,0
citazione,True,?,?,12,0,0,0,0,0,0
collisione,True,-,-,12,49,2,0,0,2,1
diretta,True,?,?,12,1,4,0,0,9,2
interazione,True,?,?,12,1,0,0,0,0,0
