word,selected,annotated_semantics,projected_semantics,freq_sketch,f-pref_itwac,f-pref_repubblica,f-pref_wikiconll,f-adv_itwac,f-adv_repubblica,f-adv_wikiconll
trapianto,True,?,-,450,30,1,2,-,-,-
filtro,True,?,?,436,3,0,2,-,-,-
laurea,True,?,-,435,53,0,2,-,-,-
raccolta,True,?,-,432,10,2,0,-,-,-
testo,True,?,?,432,64,8,0,-,-,-
politica,True,?,-,409,0,1,0,-,-,-
flop,True,?,?,397,0,0,4,-,-,-
elaborazione,True,?,Process,387,15,0,7,-,-,-
evoluzione,True,?,?,382,0,0,20,-,-,-
consegna,True,?,?,375,0,0,0,-,-,-
politico,True,?,Job or Career,370,0,2,0,-,-,-
euro,True,?,-,369,30,2,1,-,-,-
triage,True,?,?,357,0,0,0,-,-,-
contratto,True,Event,Entity,355,251,24,10,-,-,-
confezionate,True,?,?,353,0,1,0,-,-,-
gravidanza,True,?,?,349,10,2,0,-,-,-
volo,True,?,?,347,22,1,4,-,-,-
serata,True,?,?,346,34,0,2,-,-,-
ammortamento,True,Process,Process,345,35,1,1,-,-,-
concerto,True,?,-,337,23,0,0,-,-,-
ciclo,True,?,?,331,4,0,0,-,-,-
contrattuali,True,?,?,329,0,0,0,-,-,-
adolescente,True,Qualification or Set of Circumstances,Qualification or Set of Circumstances,328,25,1,0,-,-,-
covid,True,?,?,322,0,0,0,-,-,-
concordato,True,?,?,313,0,0,0,-,-,-
intermedio,True,?,?,310,4,0,0,-,-,-
valutazione,True,Process,Process,310,27,0,0,-,-,-
esistenza,True,?,-,307,29,0,6,-,-,-
confezionato,True,?,?,305,0,0,0,-,-,-
guerra,True,?,Qualification or Set of Circumstances#-,302,31,2,10,-,-,-
analisi,True,Process,Process,299,15,0,0,-,-,-
pandemia,True,?,?,297,0,0,1,-,-,-
semina,True,?,?,297,14,0,0,-,-,-
corso,True,?,?,296,16,1,0,-,-,-
immatricolazione,True,?,?,280,13,0,0,-,-,-
contenzioso,True,?,?,275,8,3,0,-,-,-
market,True,?,?,275,1,0,0,-,-,-
incubazione,True,?,?,271,7,0,0,-,-,-
fascista,True,?,Cultural or political movement,268,3,3,1,-,-,-
concepimento,True,?,?,264,14,0,0,-,-,-
selezioni,True,Event,Process,264,24,5,4,-,-,-
internet,True,?,?,262,13,0,3,-,-,-
fioritura,True,?,?,257,3,0,1,-,-,-
comprensione,True,?,?,254,34,2,3,-,-,-
allerta,True,Qualification or Set of Circumstances,Qualification or Set of Circumstances,250,32,9,0,-,-,-
pagamento,True,?,-,249,71,1,0,-,-,-
matrimonio,True,?,?,248,10,0,0,-,-,-
cena,True,?,?,243,12,1,0,-,-,-
adesioni,True,?,?,237,11,2,0,-,-,-
asta,True,?,?,236,22,5,4,-,-,-
registrazioni,True,?,?,236,17,2,1,-,-,-
installazione,True,?,-,229,16,0,0,-,-,-
embrione,True,?,?,228,170,30,0,-,-,-
visione,True,?,?,228,28,0,2,-,-,-
cinema,True,?,Place or function,227,23,4,1,-,-,-
concetti,True,?,?,226,28,1,1,-,-,-
qualificazione,True,?,?,220,39,3,6,-,-,-
ghiera,True,?,?,219,3,0,0,-,-,-
elezioni,True,?,-,218,20,3,0,-,-,-
istruttoria,True,?,?,218,32,3,0,-,-,-
ipertensione,True,?,?,216,3,0,0,-,-,-
qualifica,True,?,-,216,27,1,3,-,-,-
rivoluzione,True,?,-,212,17,13,2,-,-,-
Crisi,True,?,-,206,0,0,36,-,-,-
parco,True,?,?,205,93,0,2,-,-,-
riempita,True,?,?,205,0,0,0,-,-,-
marketing,True,?,-,202,6,3,0,-,-,-
nanna,True,?,?,200,1,0,0,-,-,-
collisione,True,?,-,199,0,0,2,-,-,-
mRNA,True,?,?,195,0,0,15,-,-,-
viaggio,True,?,?,195,4,1,0,-,-,-
campagna,True,Event,Event,193,12,13,0,-,-,-
informazione,True,?,Qualification or Set of Circumstances#-,192,9,0,0,-,-,-
lavaggio,True,?,?,192,2,0,0,-,-,-
confezionata,True,?,?,190,0,0,0,-,-,-
indulto,True,?,?,190,0,0,0,-,-,-
sequenza,True,?,-,190,26,0,87,-,-,-
consiglio,True,?,?,189,21,13,0,-,-,-
adottivo,True,?,?,186,0,0,0,-,-,-
adozione,True,Process,Process#-,181,11,5,0,-,-,-
dessert,True,?,?,181,13,0,0,-,-,-
pensionamenti,True,?,?,181,23,153,0,-,-,-
collezione,True,?,?,180,1,0,1,-,-,-
festival,True,?,?,180,11,6,1,-,-,-
conferenza,True,?,?,178,61,4,1,-,-,-
consuntivo,True,?,?,175,32,19,0,-,-,-
voto,True,?,-,174,15,5,0,-,-,-
pubblicazione,True,?,?,172,4,0,1,-,-,-
contenziosa,True,?,?,170,0,0,0,-,-,-
annunciato,True,?,?,168,0,0,0,-,-,-
ingresso,True,?,?,168,7,0,0,-,-,-
revisione,True,?,?,168,7,2,0,-,-,-
riempite,True,?,?,167,0,0,0,-,-,-
ritiro,True,?,?,167,52,9,3,-,-,-
Euro,True,?,?,165,0,0,0,-,-,-
juniores,True,?,?,164,9,1,25,-,-,-
appello,True,Event,Event,163,22,0,1,-,-,-
rilascio,True,?,?,163,2,0,27,-,-,-
assunzione,True,?,?,162,6,3,0,-,-,-
Fornero,True,?,?,162,0,0,0,-,-,-
chiusura,True,?,-,161,7,2,0,-,-,-
impasto,True,?,?,161,1,0,0,-,-,-
carico,True,?,?,158,3,0,1,-,-,-
collezioni,True,?,?,158,2,0,0,-,-,-
ospedalizzazione,True,?,?,156,2,2,0,-,-,-
sonno,True,?,?,155,4,1,0,-,-,-
Consiglio,True,?,?,153,13,0,0,-,-,-
organizzati,True,?,?,151,0,0,0,-,-,-
imbarco,True,?,?,150,0,0,0,-,-,-
cottura,True,?,?,148,1,1,0,-,-,-
lettura,True,?,?,147,19,0,0,-,-,-
approvazione,True,Process,Process,146,9,0,0,-,-,-
corsi,True,?,?,145,24,0,1,-,-,-
mercato,True,?,Qualification or Set of Circumstances,145,5,2,0,-,-,-
visualizzazione,True,?,?,144,18,0,0,-,-,-
tasse,True,?,?,143,22,10,0,-,-,-
terremoto,True,?,-,143,3,2,1,-,-,-
amplificazione,True,?,?,142,4,0,1,-,-,-
diagnosi,True,?,?,142,4,0,1,-,-,-
acquistare,True,?,?,141,0,0,0,-,-,-
evoluzioni,True,?,?,141,0,0,8,-,-,-
caricamento,True,?,?,140,8,0,0,-,-,-
Mondiale,True,?,?,140,1,0,1,-,-,-
montaggio,True,?,?,136,4,0,1,-,-,-
vertice,True,?,?,134,51,23,1,-,-,-
derby,True,?,-,133,19,4,0,-,-,-
finanziamento,True,Process,Process,133,24,0,1,-,-,-
money,True,?,?,133,0,0,0,-,-,-
donazione,True,?,?,131,1,0,0,-,-,-
filtraggio,True,?,?,131,5,0,1,-,-,-
trattamenti,True,?,?,131,5,0,0,-,-,-
Internet,True,?,?,130,0,0,0,-,-,-
qualificazioni,True,?,?,129,1,0,0,-,-,-
borsa,True,?,?,128,0,0,0,-,-,-
immersione,True,?,?,127,1,0,0,-,-,-
ascolto,True,Process,Process,126,24,1,1,-,-,-
neoplastiche,True,?,?,126,0,0,0,-,-,-
riserva,True,?,?,124,46,0,1,-,-,-
universitari,True,?,?,124,10,0,2,-,-,-
assegnazione,True,Process,Process,122,2,6,0,-,-,-
spettacolo,True,?,Event,122,4,0,0,-,-,-
amplificatori,True,?,?,121,3,0,2,-,-,-
scrittura,True,?,?,120,14,0,0,-,-,-
assemblaggio,True,?,?,119,4,1,0,-,-,-
Inca,True,?,?,119,0,0,1,-,-,-
sisma,True,?,-,119,0,0,0,-,-,-
politici,True,?,Job or Career#-,117,0,0,0,-,-,-
progetto,True,?,?,117,17,0,3,-,-,-
saldi,True,?,?,116,0,0,0,-,-,-
agonisti,True,?,?,115,1,0,0,-,-,-
consolidamento,True,?,?,114,4,0,0,-,-,-
accoglienza,True,?,?,113,6,1,0,-,-,-
affrancata,True,?,?,113,0,0,0,-,-,-
taglio,True,?,?,113,0,0,0,-,-,-
Brexit,True,?,?,112,0,0,0,-,-,-
romantico,True,?,?,112,4,0,1,-,-,-
visto,True,?,?,112,18,0,0,-,-,-
ammissione,True,Process,Process,109,12,0,2,-,-,-
esami,True,Event,Event,109,12,4,0,-,-,-
referendum,True,?,-,109,7,4,0,-,-,-
acquistato,True,?,?,107,0,0,0,-,-,-
autorizzare,True,?,?,107,0,0,0,-,-,-
occupazione,True,?,-,107,12,0,1,-,-,-
concetto,True,?,?,106,9,0,0,-,-,-
inca,True,?,?,106,0,0,0,-,-,-
inserimento,True,?,?,106,22,1,0,-,-,-
mondiali,True,?,?,106,0,5,0,-,-,-
prenotazione,True,?,?,106,5,0,1,-,-,-
condizionamento,True,?,?,103,4,0,0,-,-,-
produzioni,True,?,?,103,6,1,2,-,-,-
dose,True,?,?,102,0,0,0,-,-,-
lockdown,True,?,?,102,0,0,0,-,-,-
COVID,True,?,?,101,0,0,0,-,-,-
gravidico,True,?,?,101,0,0,0,-,-,-
raduno,True,?,?,101,3,1,0,-,-,-
incarico,True,?,?,100,2,3,0,-,-,-
consumo,True,?,-,99,6,0,0,-,-,-
party,True,?,?,99,8,0,0,-,-,-
utilizzo,True,?,?,99,1,0,0,-,-,-
vendite,True,?,?,98,3,0,1,-,-,-
nazista,True,?,Cultural or political movement,97,0,1,0,-,-,-
romantica,True,?,?,97,0,0,0,-,-,-
abilitazione,True,?,?,96,2,0,0,-,-,-
fiera,True,?,?,95,1,0,0,-,-,-
installare,True,?,?,95,0,0,0,-,-,-
politiche,True,?,?,95,0,0,0,-,-,-
rivoluzionari,True,?,?,95,0,0,2,-,-,-
asciugatura,True,?,?,94,0,0,1,-,-,-
borghese,True,?,?,94,0,0,0,-,-,-
filtri,True,?,?,94,2,0,0,-,-,-
formazione,True,?,Qualification or Set of Circumstances,94,38,0,0,-,-,-
lavorazione,True,?,?,94,0,3,1,-,-,-
stiramento,True,?,?,94,1,0,0,-,-,-
barba,True,?,?,93,0,1,0,-,-,-
CBS,True,?,?,93,0,0,2,-,-,-
compilazione,True,?,?,93,6,0,0,-,-,-
infortunio,True,?,-,92,6,1,5,-,-,-
recessione,True,?,-,92,2,8,0,-,-,-
embrioni,True,?,?,90,45,16,0,-,-,-
camera,True,?,?,89,8,0,1,-,-,-
certificazione,True,?,?,89,2,0,0,-,-,-
attivazione,True,?,?,87,6,0,1,-,-,-
contratti,True,Entity,Entity,87,237,5,0,-,-,-
nascita,True,?,?,87,7,0,0,-,-,-
vigente,True,?,?,87,0,0,0,-,-,-
AFAM,True,?,?,86,0,0,0,-,-,-
inaugurazione,True,?,?,86,9,8,0,-,-,-
qualifiche,True,?,?,86,11,14,9,-,-,-
seminario,True,?,?,86,4,0,2,-,-,-
socratici,True,?,?,86,0,0,0,-,-,-
tattica,True,?,?,86,8,8,0,-,-,-
conoscenze,True,Qualification or Set of Circumstances,Qualification or Set of Circumstances,85,37,0,0,-,-,-
enfasi,True,?,?,84,7,0,0,-,-,-
corsa,True,?,?,83,4,0,0,-,-,-
uscita,True,?,?,83,5,0,1,-,-,-
delibera,True,?,?,82,1,0,0,-,-,-
eccitazione,True,?,?,82,4,0,3,-,-,-
vacanze,True,?,-,82,6,1,0,-,-,-
gare,True,?,?,81,1,0,0,-,-,-
pubere,True,?,?,81,0,0,0,-,-,-
testi,True,?,?,81,16,0,0,-,-,-
tour,True,?,?,81,3,0,2,-,-,-
visioni,True,?,?,81,5,0,0,-,-,-
annuncio,True,?,?,80,2,1,0,-,-,-
approvati,True,?,?,80,0,0,0,-,-,-
ferie,True,?,?,80,13,5,0,-,-,-
incontro,True,Event,Event#-,80,6,6,0,-,-,-
logica,True,?,?,80,16,0,0,-,-,-
accettazione,True,?,Process,79,6,0,0,-,-,-
avviso,True,?,?,79,2,2,1,-,-,-
incaica,True,?,?,79,0,2,0,-,-,-
agonismo,True,?,?,78,4,0,1,-,-,-
ghiere,True,?,?,78,1,0,0,-,-,-
mix,True,?,?,78,7,0,0,-,-,-
accensione,True,?,?,77,2,0,0,-,-,-
anestesia,True,Process,Process,77,11,5,1,-,-,-
conoscenza,True,?,Entity,77,3,0,3,-,-,-
industrializzazione,True,?,?,77,7,0,1,-,-,-
infrazione,True,?,?,77,2,0,0,-,-,-
maratona,True,?,?,77,2,0,0,-,-,-
processore,True,?,?,77,23,0,2,-,-,-
verifica,True,?,?,77,13,2,1,-,-,-
accelerazione,True,?,?,76,1,0,0,-,-,-
impostazioni,True,?,?,76,1,0,0,-,-,-
missione,True,?,?,76,6,1,2,-,-,-
borghesi,True,?,?,75,0,0,0,-,-,-
conclave,True,?,?,75,12,0,0,-,-,-
imbottigliamento,True,?,?,75,1,0,0,-,-,-
torneo,True,?,?,75,4,0,0,-,-,-
capitalista,True,?,?,74,0,0,0,-,-,-
raffreddamento,True,?,?,74,2,0,0,-,-,-
vacanza,True,?,?,74,5,0,0,-,-,-
commercializzazione,True,?,?,73,1,0,1,-,-,-
fusione,True,?,-,73,2,6,1,-,-,-
intese,True,?,?,73,1,0,0,-,-,-
allestito,True,?,?,72,0,0,0,-,-,-
dialisi,True,?,?,72,2,0,0,-,-,-
digestione,True,?,?,72,5,0,1,-,-,-
umani,True,?,?,72,0,1,0,-,-,-
visita,True,?,-,72,7,1,0,-,-,-
evangelizzazione,True,?,?,71,14,0,0,-,-,-
nozze,True,?,?,71,0,0,0,-,-,-
pasto,True,?,?,71,2,0,1,-,-,-
crimine,True,?,?,70,16,0,0,-,-,-
modernità,True,?,Cultural or political movement,70,17,1,0,-,-,-
verniciato,True,?,?,70,0,0,0,-,-,-
coronavirus,True,?,?,69,0,0,0,-,-,-
Covid-19,True,?,?,69,0,0,0,-,-,-
ordinazioni,True,?,?,69,1,0,0,-,-,-
terapia,True,?,Process,69,3,0,1,-,-,-
contatto,True,?,?,68,4,0,0,-,-,-
pranzo,True,?,?,68,3,0,0,-,-,-
dimensionamento,True,?,?,67,2,0,0,-,-,-
mestruo,True,?,?,67,0,0,0,-,-,-
ordinazione,True,?,?,67,0,0,0,-,-,-
incaiche,True,?,?,66,0,0,0,-,-,-
live,True,?,?,66,0,0,0,-,-,-
operazione,True,?,?,66,2,3,0,-,-,-
ordina,True,?,?,66,0,0,1,-,-,-
disco,True,?,?,65,35,0,0,-,-,-
identificazione,True,?,?,65,1,1,0,-,-,-
rasatura,True,?,?,65,0,0,0,-,-,-
riscaldo,True,?,?,65,0,0,2,-,-,-
accordi,True,Process,Process,64,16,11,0,-,-,-
coma,True,?,?,64,5,3,0,-,-,-
contrazione,True,?,?,64,0,0,0,-,-,-
fase,True,?,?,64,9,0,0,-,-,-
punk,True,?,Qualification or Set of Circumstances#Cultural or political movement,64,0,0,1,-,-,-
aperture,True,?,?,63,13,1,0,-,-,-
collaudo,True,?,?,63,2,0,0,-,-,-
notifica,True,?,?,63,2,0,0,-,-,-
organizzato,True,?,?,63,0,0,0,-,-,-
spedizione,True,?,?,63,0,0,0,-,-,-
bonsai,True,?,?,62,3,0,1,-,-,-
conflitto,True,?,-,62,4,0,0,-,-,-
giuria,True,?,?,62,3,0,0,-,-,-
raffaellita,True,?,?,62,0,1,0,-,-,-
vendemmia,True,?,?,62,0,0,0,-,-,-
boom,True,?,-,61,24,3,0,-,-,-
esistenze,True,?,?,61,11,1,2,-,-,-
distribuzione,True,?,?,60,3,0,1,-,-,-
fascismo,True,?,Cultural or political movement,60,5,1,2,-,-,-
lavoro,True,?,Qualification or Set of Circumstances,60,5,0,0,-,-,-
negoziazione,True,?,?,60,2,0,0,-,-,-
servizio,True,?,?,60,5,0,0,-,-,-
accredito,True,?,?,59,2,0,0,-,-,-
casting,True,?,?,59,1,0,0,-,-,-
fallimento,True,?,?,59,2,3,0,-,-,-
protostoria,True,?,?,59,6,0,0,-,-,-
candidatura,True,?,-,58,4,1,0,-,-,-
configurazione,True,?,?,58,2,0,0,-,-,-
costruzione,True,?,?,58,1,0,1,-,-,-
Crisis,True,?,?,58,3,0,13,-,-,-
pensionati,True,?,Qualification or Set of Circumstances,58,8,10,0,-,-,-
subentro,True,?,?,58,0,0,0,-,-,-
adipociti,True,?,?,57,1,0,1,-,-,-
allestiti,True,?,?,57,0,0,0,-,-,-
avvio,True,?,?,57,15,1,0,-,-,-
decollo,True,?,?,57,1,0,2,-,-,-
estate,True,?,?,57,1,0,0,-,-,-
impostazione,True,?,?,57,1,0,0,-,-,-
inizio,True,?,?,57,9,0,3,-,-,-
progettazione,True,?,?,57,4,0,1,-,-,-
studio,True,?,?,57,7,1,0,-,-,-
sviluppo,True,?,-,57,3,0,0,-,-,-
anni,True,?,?,56,5,2,0,-,-,-
concilio,True,?,-,56,2,0,1,-,-,-
foro,True,?,?,56,0,0,0,-,-,-
infusione,True,?,?,56,0,0,0,-,-,-
malattia,True,?,?,56,4,0,2,-,-,-
meeting,True,?,?,56,3,0,0,-,-,-
procedura,True,?,?,56,8,0,0,-,-,-
regata,True,?,?,56,22,0,0,-,-,-
scritto,True,?,?,56,0,0,0,-,-,-
storia,True,?,Entity#Process,56,4,0,1,-,-,-
bonifica,True,?,?,55,3,0,1,-,-,-
elaborati,True,?,?,55,0,0,0,-,-,-
motoria,True,?,?,55,0,0,0,-,-,-
affaticamento,True,?,?,54,0,0,0,-,-,-
campo,True,?,Entity,54,2,0,0,-,-,-
carica,True,?,?,54,2,0,0,-,-,-
combustione,True,?,-,54,1,0,1,-,-,-
conference,True,?,?,54,9,0,1,-,-,-
mascellari,True,?,?,54,0,0,0,-,-,-
Sila,True,?,?,54,2,0,1,-,-,-
accesso,True,?,?,53,5,0,0,-,-,-
Concilio,True,?,-,53,3,0,0,-,-,-
congresso,True,?,?,53,6,9,1,-,-,-
dimissione,True,?,-,53,6,0,0,-,-,-
programmazione,True,?,?,53,2,0,2,-,-,-
rapporto,True,?,?,53,3,2,0,-,-,-
scatto,True,?,?,53,0,0,0,-,-,-
shampo,True,?,?,53,1,0,0,-,-,-
approvato,True,?,?,52,0,0,0,-,-,-
determinazione,True,?,?,52,6,1,0,-,-,-
esaurimento,True,?,?,52,1,0,0,-,-,-
sincope,True,?,?,52,0,0,0,-,-,-
annunciata,True,?,?,51,0,0,0,-,-,-
bando,True,?,?,51,3,0,0,-,-,-
demenza,True,?,?,51,0,0,0,-,-,-
ordineranno,True,?,?,51,0,0,0,-,-,-
acquisizione,True,?,?,50,2,0,0,-,-,-
colloquio,True,?,?,50,19,2,0,-,-,-
combattimento,True,?,?,50,1,0,3,-,-,-
condivisa,True,?,?,50,0,0,0,-,-,-
crociera,True,?,?,50,0,0,0,-,-,-
eiaculazione,True,?,?,50,1,0,0,-,-,-
incidente,True,?,-,50,4,0,0,-,-,-
arrivo,True,?,?,49,0,0,0,-,-,-
bolla,True,?,?,49,0,0,0,-,-,-
conscio,True,?,?,49,0,0,0,-,-,-
immatricolati,True,?,?,49,0,0,0,-,-,-
Natale,True,?,?,49,0,0,1,-,-,-
pulizia,True,?,?,49,1,0,0,-,-,-
applicata,True,?,?,48,0,0,0,-,-,-
comunista,True,?,Cultural or political movement#-,48,0,0,0,-,-,-
essiccazione,True,?,?,48,1,0,0,-,-,-
giudicare,True,?,?,48,0,0,0,-,-,-
legge,True,?,Entity,48,7,3,0,-,-,-
master,True,?,?,48,3,0,0,-,-,-
miscelazione,True,?,?,48,0,0,0,-,-,-
ritornello,True,?,?,48,1,0,2,-,-,-
uso,True,?,?,48,2,0,1,-,-,-
acrobatica,True,?,?,47,0,0,0,-,-,-
base,True,?,Place or function#Rank,47,0,0,0,-,-,-
caduta,True,?,?,47,5,0,0,-,-,-
dottorato,True,?,-,47,3,0,0,-,-,-
futurista,True,?,?,47,0,2,0,-,-,-
normativa,True,?,?,47,0,0,0,-,-,-
pensionato,True,Qualification or Set of Circumstances,Qualification or Set of Circumstances,47,2,5,0,-,-,-
processamento,True,?,?,47,7,0,2,-,-,-
pubertà,True,?,?,47,1,0,0,-,-,-
regolazione,True,?,?,47,0,0,0,-,-,-
tesseramento,True,?,?,47,1,0,0,-,-,-
trucco,True,?,?,47,0,0,0,-,-,-
vita,True,?,Entity,47,11,0,1,-,-,-
affettato,True,?,?,46,0,0,0,-,-,-
gastrica,True,?,?,46,0,0,0,-,-,-
imposte,True,?,?,46,10,18,0,-,-,-
moderazione,True,?,?,46,7,0,0,-,-,-
piega,True,?,?,46,0,0,0,-,-,-
raffaelliti,True,?,?,46,6,7,0,-,-,-
trial,True,?,?,46,2,0,0,-,-,-
verniciatura,True,?,?,46,0,0,0,-,-,-
consuntivi,True,?,?,45,5,2,0,-,-,-
festa,True,?,?,45,2,0,0,-,-,-
fillossera,True,?,?,45,0,0,0,-,-,-
Oscar,True,?,?,45,0,0,0,-,-,-
attività,True,?,?,44,1,0,0,-,-,-
check,True,?,?,44,3,0,0,-,-,-
Coronavirus,True,?,?,44,0,0,0,-,-,-
giuridico,True,?,?,44,0,0,1,-,-,-
iniezione,True,?,?,44,3,0,2,-,-,-
invasione,True,?,?,44,5,6,2,-,-,-
preparazione,True,?,?,44,3,0,1,-,-,-
svezzamento,True,?,?,44,2,0,0,-,-,-
vaccinazione,True,?,?,44,1,0,1,-,-,-
computer,True,?,?,43,4,0,0,-,-,-
neoplastica,True,?,?,43,0,0,0,-,-,-
romantici,True,?,?,43,1,1,2,-,-,-
alfabetizzazione,True,Process,Process,0,6,0,0,-,-,-
alimentazione,True,-,-,0,42,0,0,-,-,-
battaglia,True,-,-,0,8,0,1,-,-,-
consultazione,True,Process,Process,0,8,5,0,-,-,-
cultura,True,Entity,Entity,0,6,0,0,-,-,-
inchiesta,True,Process,Process,0,3,4,0,-,-,-
indagine,True,Process,Process,0,10,6,0,-,-,-
infarto,True,Event,Event#-,0,2,6,0,-,-,-
ingressi,True,Process,Process,0,4,0,0,-,-,-
iscritti,True,Qualification or Set of Circumstances,Qualification or Set of Circumstances#-,503,21,0,0,-,-,-
offerte,True,Process,Process,0,2,5,0,-,-,-
pop,True,Cultural or political movement,Cultural or political movement,0,0,4,0,-,-,-
proposta,True,Event,Event,0,20,0,0,-,-,-
riconoscimento,True,Process,Process#-,0,13,1,0,-,-,-
selezionati,True,Qualification or Set of Circumstances,Qualification or Set of Circumstances,433,0,1,13,-,-,-
test,True,Event,Process#Event,967,89,3,2,-,-,-
1993,False,?,?,0,0,0,1,-,-,-
1998,False,?,?,0,0,0,1,-,-,-
A2,False,?,?,0,0,0,1,-,-,-
AACR,False,?,?,0,1,0,0,-,-,-
ABB,False,?,?,0,1,0,0,-,-,-
abbattimento,False,?,?,0,1,0,0,-,-,-
abbronzatura,False,?,?,0,1,0,0,-,-,-
abbuffata,False,?,?,0,1,0,0,-,-,-
aborto,False,?,?,0,1,1,0,-,-,-
accantonamenti,False,?,?,0,0,1,0,-,-,-
acceleratore,False,?,?,0,0,1,2,-,-,-
accertamento,False,?,?,0,4,0,0,-,-,-
accession,False,?,?,0,1,0,0,-,-,-
Accession,False,?,?,0,1,0,0,-,-,-
accodo,False,?,?,0,0,0,1,-,-,-
accoppiamento,False,?,?,0,2,0,0,-,-,-
accreditamento,False,?,?,0,7,0,0,-,-,-
accrediti,False,?,?,0,2,0,0,-,-,-
accursiani,False,?,?,0,1,0,0,-,-,-
acquisizone,False,?,?,0,3,0,0,-,-,-
action,False,?,?,0,1,0,0,-,-,-
adaptation,False,?,?,0,1,0,0,-,-,-
adattamenti,False,?,?,0,0,0,1,-,-,-
adattamento,False,?,?,0,3,0,1,-,-,-
addio,False,?,?,0,0,1,0,-,-,-
addomesticazione,False,?,?,0,1,0,0,-,-,-
addormentamento,False,?,?,0,1,0,0,-,-,-
adhesion,False,?,?,0,1,0,0,-,-,-
