word,selected,annotated_semantics,projected_semantics,freq_sketch,f-pref_itwac,f-pref_repubblica,f-pref_wikiconll,f-adv_itwac,f-adv_repubblica,f-adv_wikiconll
collega,True,?,Role,21,1,2,0,-,-,-
colleghi,True,?,Role,21,1,0,0,-,-,-
collezionisti,True,?,?,17,2,0,0,-,-,-
colonia,True,?,Place or function,26,4,0,0,-,-,-
colonialismo,True,Cultural or political movement,Cultural or political movement#-,554,64,10,6,-,-,-
colonialiste,True,?,?,49,0,0,0,-,-,-
colonialisti,True,?,?,55,2,0,1,-,-,-
colonie,True,?,Place or function,15,0,0,0,-,-,-
colonizzazione,True,?,?,74,9,0,1,-,-,-
comandante,True,?,Job or Career,39,6,3,0,-,-,-
comitato,True,?,?,28,2,3,0,-,-,-
commissario,True,Job or Career,Job or Career,129,26,19,0,-,-,-
compagni,True,?,Role,14,0,0,0,-,-,-
compagno,True,?,Role,33,6,1,0,-,-,-
componente,True,?,Qualification or Set of Circumstances,15,1,2,0,-,-,-
comunismo,True,Cultural or political movement,Cultural or political movement#-,39,9,11,0,-,-,-
comunista,True,Cultural or political movement,Cultural or political movement#-,65,0,10,0,-,-,-
comunisti,True,Cultural or political movement,Cultural or political movement#-,103,27,67,1,-,-,-
comunitari,True,?,?,126,10,0,0,-,-,-
comunitario,True,?,?,21,1,0,0,-,-,-
confucianesimo,True,?,?,44,2,1,3,-,-,-
confuciani,True,?,?,17,0,0,0,-,-,-
confuciano,True,?,?,21,0,0,0,-,-,-
coniugi,True,?,Kinship,19,2,3,1,-,-,-
conservatore,True,Cultural or political movement,Cultural or political movement,222,50,9,0,-,-,-
conservatori,True,Cultural or political movement,Cultural or political movement,502,208,15,2,-,-,-
conservatorismo,True,Cultural or political movement,Cultural or political movement,96,28,6,2,-,-,-
conservatrici,True,?,?,45,1,0,0,-,-,-
consigliera,True,?,?,28,0,0,0,-,-,-
consigliere,True,Role,Role,130,17,24,0,-,-,-
Consigliere,True,?,?,15,1,0,0,-,-,-
consiglieri,True,Role,Role,67,6,22,0,-,-,-
consulente,True,?,Job or Career,16,1,2,0,-,-,-
contadina,True,?,?,16,0,0,0,-,-,-
contadini,True,?,?,28,1,2,0,-,-,-
contadino,True,?,?,17,0,0,0,-,-,-
contrattualismo,True,Cultural or political movement,Cultural or political movement,30,11,4,0,-,-,-
convertiti,True,Qualification or Set of Circumstances,Qualification or Set of Circumstances,127,0,0,5,-,-,-
coordinatore,True,?,Role,67,13,1,0,-,-,-
coppia,True,?,Qualification or Set of Circumstances,96,11,0,2,-,-,-
coppie,True,?,?,20,2,0,0,-,-,-
corporativismo,True,Cultural or political movement,Cultural or political movement,58,15,4,0,-,-,-
corteccia,True,?,?,100,8,0,0,-,-,-
costituzionalismo,True,?,?,38,1,0,0,-,-,-
cristianesimo,True,?,?,35,7,1,0,-,-,-
cristiani,True,Cultural or political movement,Cultural or political movement#-,131,1,0,19,-,-,-
criticismo,True,Cultural or political movement,Cultural or political movement,31,20,0,0,-,-,-
crociati,True,?,?,35,0,0,0,-,-,-
crociato,True,?,?,15,0,0,0,-,-,-
cubismo,True,Cultural or political movement,Cultural or political movement,16,0,12,2,-,-,-
cubista,True,?,?,26,0,1,0,-,-,-
cultura,True,?,Entity,17,4,1,0,-,-,-
dada,True,?,?,47,5,2,0,-,-,-
dadaisti,True,?,?,17,2,0,0,-,-,-
darwiniani,True,?,?,22,0,0,0,-,-,-
darwinismo,True,?,?,152,20,3,2,-,-,-
darwinista,True,?,?,42,0,0,0,-,-,-
darwinisti,True,?,?,45,1,0,0,-,-,-
Dc,True,?,?,14,0,0,0,-,-,-
democratici,True,?,?,20,3,3,0,-,-,-
democrazia,True,?,Qualification or Set of Circumstances,17,2,0,0,-,-,-
democristiani,True,?,Cultural or political movement#-,30,7,0,2,-,-,-
deputata,True,Role,Role,34,0,4,0,-,-,-
deputati,True,Role,Role,27,7,4,0,-,-,-
deputato,True,Role,Role,95,11,22,1,-,-,-
destra,True,?,?,20,2,0,1,-,-,-
diciottenni,True,?,?,133,2,0,0,-,-,-
dipendenti,True,?,Qualification or Set of Circumstances,14,2,1,0,-,-,-
diplomata,True,?,?,53,0,0,0,-,-,-
diplomate,True,?,?,27,0,0,1,-,-,-
diplomati,True,Qualification or Set of Circumstances,Qualification or Set of Circumstances,785,83,20,0,-,-,-
diplomato,True,?,?,139,14,1,1,-,-,-
direttore,True,Role,Role,477,61,115,8,-,-,-
direttori,True,Role,Role,19,3,8,1,-,-,-
direttrice,True,?,?,62,2,3,0,-,-,-
dirigente,True,?,Role,62,5,1,1,-,-,-
dirigenti,True,?,Role,49,9,2,0,-,-,-
disoccupati,True,?,?,34,1,0,0,-,-,-
disoccupato,True,?,?,16,2,3,0,-,-,-
dittatore,True,?,Role,18,1,1,0,-,-,-
docente,True,?,Job or Career,19,5,3,0,-,-,-
docenti,True,?,?,23,8,0,0,-,-,-
dottore,True,Qualification or Set of Circumstances,Qualification or Set of Circumstances,121,13,10,0,-,-,-
dottoressa,True,?,?,89,10,1,0,-,-,-
dottori,True,?,?,203,12,2,0,-,-,-
DSGA,True,?,?,15,0,0,0,-,-,-
duchessa,True,?,?,28,0,0,0,-,-,-
eletti,True,Qualification or Set of Circumstances,Qualification or Set of Circumstances#-,504,57,21,4,-,-,-
elettori,True,?,Qualification or Set of Circumstances,24,2,3,0,-,-,-
empirismo,True,?,?,22,5,1,0,-,-,-
eneolitico,True,?,?,47,0,0,0,-,-,-
entrati,True,?,?,51,0,0,0,-,-,-
espressionismo,True,Cultural or political movement,Cultural or political movement,104,12,15,2,-,-,-
espressionisti,True,?,?,25,0,0,0,-,-,-
estrattivismo,True,?,?,25,0,0,0,-,-,-
eurasismo,True,?,?,17,1,0,0,-,-,-
ex,True,?,?,20,0,2,0,-,-,-
famiglia,True,?,?,34,1,0,0,-,-,-
fascismo,True,Cultural or political movement,Cultural or political movement,279,29,25,1,-,-,-
fascisti,True,Cultural or political movement,Cultural or political movement,640,6,42,2,-,-,-
femminismo,True,?,Cultural or political movement,60,7,3,0,-,-,-
femministe,True,?,Cultural or political movement,22,1,0,0,-,-,-
feudalesimo,True,?,?,75,4,3,0,-,-,-
fidanzata,True,?,Kinship,35,4,2,0,-,-,-
fidanzati,True,?,?,29,0,0,0,-,-,-
fidanzato,True,?,Kinship,31,0,0,0,-,-,-
folk,True,?,?,299,0,1,2,-,-,-
fondamentalismo,True,Cultural or political movement,Cultural or political movement,66,22,2,0,-,-,-
fondamentalisti,True,Cultural or political movement,Cultural or political movement,30,10,1,0,-,-,-
fondata,True,?,?,53,0,0,5,-,-,-
formalismo,True,?,?,17,6,0,0,-,-,-
formati,True,?,?,33,5,0,0,-,-,-
formazioni,True,?,?,39,5,1,0,-,-,-
Fraternità,True,?,?,61,0,0,0,-,-,-
FSSPX,True,?,?,18,0,0,0,-,-,-
funzionalismo,True,?,?,28,0,0,0,-,-,-
futurismo,True,?,?,33,3,3,0,-,-,-
futuristi,True,?,?,14,1,1,0,-,-,-
garage,True,?,Place or function,36,2,0,0,-,-,-
genin,True,?,?,14,0,0,1,-,-,-
genitore,True,?,?,77,1,1,1,-,-,-
genitori,True,Kinship,Kinship,1288,58,5,1,-,-,-
genitorialità,True,?,?,22,0,0,0,-,-,-
geo,True,?,?,19,0,0,0,-,-,-
giacobini,True,?,?,28,1,2,1,-,-,-
giocatore,True,?,Job or Career,18,3,0,0,-,-,-
giocatori,True,?,Job or Career#-,20,1,0,0,-,-,-
giudice,True,?,Job or Career,16,0,2,0,-,-,-
giunta,True,?,?,14,2,0,0,-,-,-
giustizia,True,?,?,89,0,0,0,-,-,-
glam,True,?,?,27,0,0,2,-,-,-
gnostica,True,?,?,37,0,0,0,-,-,-
gnosticismo,True,Cultural or political movement,Cultural or political movement,68,6,0,0,-,-,-
gollisti,True,Cultural or political movement,Cultural or political movement,18,2,48,0,-,-,-
gotico,True,Cultural or political movement,Cultural or political movement,773,0,1,4,-,-,-
governatore,True,Role,Role,185,23,22,4,-,-,-
governatrice,True,?,?,28,0,1,0,-,-,-
governo,True,Qualification or Set of Circumstances,Qualification or Set of Circumstances,104,11,4,0,-,-,-
greci,True,?,?,14,0,2,0,-,-,-
gruppo,True,?,Qualification or Set of Circumstances,26,1,2,1,-,-,-
guelfi,True,?,?,23,6,0,1,-,-,-
guelfismo,True,Cultural or political movement,Cultural or political movement,39,18,1,0,-,-,-
guerra,True,Qualification or Set of Circumstances,Qualification or Set of Circumstances#-,17,13,10,0,-,-,-
hegeliani,True,?,?,16,0,0,0,-,-,-
hegelismo,True,?,?,33,5,1,0,-,-,-
hippie,True,Cultural or political movement,Cultural or political movement,35,0,4,1,-,-,-
hippy,True,?,?,40,5,2,1,-,-,-
idealismo,True,Cultural or political movement,Cultural or political movement,133,24,5,2,-,-,-
idealisti,True,?,?,16,0,0,0,-,-,-
idealistica,True,?,?,37,0,0,0,-,-,-
illuminismo,True,Cultural or political movement,Cultural or political movement,73,11,6,0,-,-,-
illuministi,True,?,?,24,6,3,0,-,-,-
illuministica,True,?,?,23,0,0,0,-,-,-
immatricolati,True,?,?,84,0,0,0,-,-,-
immessa,True,?,?,37,0,0,0,-,-,-
immessi,True,?,?,348,0,0,1,-,-,-
immesso,True,?,?,62,0,0,0,-,-,-
immigrati,True,?,Qualification or Set of Circumstances,44,5,2,0,-,-,-
imperatore,True,Role,Role,43,4,0,4,-,-,-
imperialismo,True,?,?,95,20,2,2,-,-,-
impero,True,?,Qualification or Set of Circumstances,28,3,0,0,-,-,-
imprenditori,True,Job or Career,Job or Career,515,90,11,0,-,-,-
imprenditorialità,True,?,?,22,5,0,0,-,-,-
imprenditrice,True,?,?,17,5,0,0,-,-,-
impresa,True,Qualification or Set of Circumstances,Qualification or Set of Circumstances,66,27,0,0,-,-,-
imprese,True,Qualification or Set of Circumstances,Qualification or Set of Circumstances,271,59,1,1,-,-,-
impressionismo,True,?,Cultural or political movement,71,16,3,2,-,-,-
impressionisti,True,Cultural or political movement,Cultural or political movement,30,9,5,2,-,-,-
incoronato,True,?,?,19,0,0,0,-,-,-
indipendente,True,-,-,36,0,0,4,-,-,-
individualismo,True,Cultural or political movement,Cultural or political movement,15,2,4,0,-,-,-
induismo,True,?,?,14,3,0,0,-,-,-
industriale,True,?,?,55,0,3,0,-,-,-
ingegnere,True,Job or Career,Job or Career,28,14,4,1,-,-,-
ingegneri,True,?,?,27,2,0,0,-,-,-
insegnante,True,?,Job or Career,28,3,0,2,-,-,-
insegnanti,True,?,Job or Career,18,8,0,0,-,-,-
inseriti,True,?,?,29,0,0,0,-,-,-
interventismo,True,?,-,18,0,1,0,-,-,-
iridato,True,?,?,18,0,1,0,-,-,-
iscritti,True,Qualification or Set of Circumstances,Qualification or Set of Circumstances#-,437,25,4,0,-,-,-
isolazionismo,True,Cultural or political movement,Cultural or political movement,40,8,7,0,-,-,-
isolazionista,True,?,?,26,0,2,0,-,-,-
istituzionalismo,True,Cultural or political movement,Cultural or political movement,38,13,0,1,-,-,-
italiani,True,?,-,43,0,0,0,-,-,-
ittiti,True,Qualification or Set of Circumstances,Qualification or Set of Circumstances,36,0,0,5,-,-,-
juventino,True,Qualification or Set of Circumstances,Qualification or Set of Circumstances,24,1,6,0,-,-,-
kantiani,True,?,?,34,0,1,1,-,-,-
kantismo,True,?,?,51,3,0,0,-,-,-
keynesiani,True,?,?,100,4,2,0,-,-,-
keynesismo,True,?,?,39,3,1,0,-,-,-
laburista,True,?,?,22,0,1,0,-,-,-
latina,True,?,?,73,0,0,1,-,-,-
latini,True,?,?,47,0,0,2,-,-,-
latino,True,?,?,69,0,1,2,-,-,-
laureati,True,Qualification or Set of Circumstances,Qualification or Set of Circumstances,2816,362,54,4,-,-,-
lavoratori,True,?,Qualification or Set of Circumstances,26,5,0,0,-,-,-
leader,True,Role,Role,84,8,19,1,-,-,-
legamento,True,?,?,43,4,0,0,-,-,-
leghista,True,?,Cultural or political movement,17,0,0,0,-,-,-
lettori,True,?,Qualification or Set of Circumstances#-,18,1,0,0,-,-,-
lib,True,?,?,15,2,0,0,-,-,-
liberali,True,Cultural or political movement,Cultural or political movement,437,28,11,2,-,-,-
liberalismo,True,Cultural or political movement,Cultural or political movement,286,61,8,4,-,-,-
liberismo,True,Cultural or political movement,Cultural or political movement,1332,243,37,0,-,-,-
liberisti,True,Cultural or political movement,Cultural or political movement,342,18,12,2,-,-,-
liberty,True,?,?,49,0,2,1,-,-,-
lingua,True,Qualification or Set of Circumstances,Qualification or Set of Circumstances,305,15,3,0,-,-,-
luddismo,True,?,?,25,6,0,1,-,-,-
luddisti,True,?,?,15,9,0,0,-,-,-
lusso,True,?,?,49,0,0,0,-,-,-
machiavelli,True,?,?,985,5,0,0,-,-,-
madre,True,Kinship,Kinship,48,3,4,0,-,-,-
maggiorenni,True,?,?,294,0,0,0,-,-,-
magistrati,True,?,Job or Career,42,1,2,0,-,-,-
malthusianesimo,True,?,?,69,2,0,0,-,-,-
malthusiani,True,?,?,30,3,1,0,-,-,-
Mamelucchi,True,?,?,16,0,0,0,-,-,-
mamme,True,Kinship,Kinship,2062,124,15,1,-,-,-
manager,True,Job or Career,Job or Career#Role,27,1,5,0,-,-,-
manicomiali,True,?,?,15,1,0,0,-,-,-
manierismo,True,?,?,18,2,1,1,-,-,-
maoismo,True,?,Cultural or political movement,15,0,0,0,-,-,-
marito,True,Kinship,Kinship,137,11,7,11,-,-,-
marxismo,True,Cultural or political movement,Cultural or political movement,56,9,4,0,-,-,-
marxisti,True,Cultural or political movement,Cultural or political movement,87,0,1,4,-,-,-
mecenatismo,True,?,?,14,4,1,0,-,-,-
medici,True,?,?,31,1,0,1,-,-,-
medievali,True,?,?,30,1,0,0,-,-,-
medievalismo,True,?,?,17,4,0,3,-,-,-
medioevo,True,?,?,15,1,0,0,-,-,-
melodica,True,?,?,45,0,0,1,-,-,-
melodico,True,?,?,97,0,1,1,-,-,-
membro,True,Role,Role,21,7,0,3,-,-,-
mercantilismo,True,?,?,50,1,0,0,-,-,-
meridionalismo,True,?,?,20,0,2,0,-,-,-
metafisica,True,?,?,20,0,2,0,-,-,-
metanista,True,?,?,26,0,0,0,-,-,-
minimalismo,True,?,?,15,0,0,0,-,-,-
ministri,True,Role,Role,48,6,18,0,-,-,-
missionarie,True,?,?,18,0,0,0,-,-,-
mister,True,?,?,29,1,0,0,-,-,-
misticismo,True,Cultural or political movement,Cultural or political movement,14,7,1,0,-,-,-
modernismo,True,?,Cultural or political movement,166,2,0,2,-,-,-
modernisti,True,?,Cultural or political movement,100,0,0,0,-,-,-
modernistica,True,?,?,15,0,0,0,-,-,-
moglie,True,Kinship,Kinship,80,7,7,8,-,-,-
moresca,True,?,?,15,0,0,0,-,-,-
moresco,True,?,?,67,0,0,0,-,-,-
movimento,True,?,?,35,2,3,1,-,-,-
mudéjar,True,?,?,22,0,0,1,-,-,-
municipalismo,True,?,?,20,0,1,0,-,-,-
mutualismo,True,?,?,24,0,0,0,-,-,-
nata,True,?,?,564,0,2,11,-,-,-
natali,True,?,?,21,0,0,0,-,-,-
nate,True,?,?,48,0,0,1,-,-,-
nazi,True,?,?,163,15,10,3,-,-,-
Nazi,True,?,?,44,1,0,0,-,-,-
nazionalismo,True,Cultural or political movement,Cultural or political movement,93,7,16,0,-,-,-
nazionalisti,True,Cultural or political movement,Cultural or political movement,58,1,5,0,-,-,-
nazismo,True,Cultural or political movement,Cultural or political movement,126,12,12,0,-,-,-
nazisti,True,Cultural or political movement,Cultural or political movement,862,61,72,4,-,-,-
neo,True,?,?,28,5,2,0,-,-,-
neorealismo,True,Cultural or political movement,Cultural or political movement,57,5,26,2,-,-,-
nicotinoidi,True,?,?,19,0,0,0,-,-,-
nietzschiano,True,?,?,15,0,0,0,-,-,-
Nobel,True,?,?,19,0,0,0,-,-,-
noir,True,Cultural or political movement,Cultural or political movement,310,20,2,2,-,-,-
nomadismo,True,?,?,15,0,0,0,-,-,-
nominati,True,Qualification or Set of Circumstances,Qualification or Set of Circumstances,42,0,4,0,-,-,-
nonni,True,?,?,27,1,0,1,-,-,-
occupati,True,?,?,24,0,2,0,-,-,-
oligarchica,True,?,?,33,0,0,0,-,-,-
onorevole,True,Role,Role,16,0,6,0,-,-,-
operaista,True,Cultural or political movement,Cultural or political movement,14,8,0,0,-,-,-
ordinati,True,?,?,22,0,0,0,-,-,-
orfismo,True,?,?,16,1,0,0,-,-,-
orientali,True,?,?,16,0,0,0,-,-,-
ortodossi,True,?,?,15,0,2,0,-,-,-
ortodossia,True,?,?,39,0,3,1,-,-,-
oscurantismo,True,?,?,22,9,1,0,-,-,-
ottomanesimo,True,?,?,90,0,0,0,-,-,-
ottomani,True,?,?,45,0,0,0,-,-,-
ottomanismo,True,?,?,71,0,0,0,-,-,-
padri,True,?,?,50,3,1,0,-,-,-
paganesimo,True,Cultural or political movement,Cultural or political movement,247,31,6,1,-,-,-
pagani,True,Cultural or political movement,Cultural or political movement,119,6,1,1,-,-,-
palladiano,True,?,?,16,1,0,0,-,-,-
papa,True,?,Role,31,3,0,1,-,-,-
papà,True,Kinship,Kinship,554,31,9,1,-,-,-
parlamentare,True,Role,Role,47,0,7,0,-,-,-
parlamentari,True,Role,Role,53,2,5,0,-,-,-
parroco,True,?,Job or Career,16,2,0,0,-,-,-
partito,True,Qualification or Set of Circumstances,Qualification or Set of Circumstances,78,7,11,1,-,-,-
patentati,True,Qualification or Set of Circumstances,Qualification or Set of Circumstances,266,0,11,1,-,-,-
patriarca,True,?,?,15,2,0,0,-,-,-
pelagianesimo,True,?,?,27,1,0,0,-,-,-
pensionati,True,Qualification or Set of Circumstances,Qualification or Set of Circumstances,57,8,4,0,-,-,-
pentecostalismo,True,?,?,16,0,0,0,-,-,-
pentito,True,Qualification or Set of Circumstances,Qualification or Set of Circumstances,23,0,9,0,-,-,-
persiano,True,?,?,18,0,0,1,-,-,-
pilota,True,?,Job or Career,25,2,2,0,-,-,-
piloti,True,?,Job or Career,27,0,2,0,-,-,-
pitagorici,True,?,?,14,0,0,0,-,-,-
pitagorismo,True,Cultural or political movement,Cultural or political movement,17,11,0,4,-,-,-
pizzica,True,?,?,34,0,0,0,-,-,-
plastica,True,?,?,14,0,0,0,-,-,-
platonici,True,?,?,87,0,1,2,-,-,-
platonismo,True,Cultural or political movement,Cultural or political movement,134,16,3,4,-,-,-
politica,True,?,-,47,3,1,0,-,-,-
pontefice,True,?,Role,22,3,0,1,-,-,-
pop,True,?,Cultural or political movement,163,3,0,0,-,-,-
populismi,True,?,?,15,0,0,0,-,-,-
populismo,True,Cultural or political movement,Cultural or political movement,73,8,5,0,-,-,-
populisti,True,?,?,30,1,0,0,-,-,-
porporati,True,Role,Role,22,1,10,0,-,-,-
porporato,True,?,?,25,2,1,0,-,-,-
positivismo,True,Cultural or political movement,Cultural or political movement,121,45,0,0,-,-,-
positivisti,True,Cultural or political movement,Cultural or political movement,38,16,0,1,-,-,-
possessore,True,?,?,39,2,0,0,-,-,-
possessori,True,?,?,19,0,0,0,-,-,-
post,True,?,?,14,2,0,0,-,-,-
pragmatismo,True,?,?,18,5,2,1,-,-,-
prefetto,True,Job or Career,Job or Career#Role,23,6,4,0,-,-,-
premier,True,Role,Role,301,43,62,2,-,-,-
Premier,True,?,?,14,0,0,0,-,-,-
premio,True,Rank,Rank,36,3,8,0,-,-,-
preside,True,?,Role,17,1,1,3,-,-,-
presidente,True,Role,Role,2808,312,448,32,-,-,-
Presidente,True,Role,Role,459,23,0,8,-,-,-
presidentessa,True,?,?,19,1,2,0,-,-,-
presidenti,True,Role,Role,18,2,5,0,-,-,-
primatista,True,Rank,Rank,37,5,4,0,-,-,-
primitivismo,True,?,?,30,1,1,0,-,-,-
primitivo,True,?,?,16,0,0,0,-,-,-
primo,True,?,?,53,0,0,2,-,-,-
principessa,True,Role,Role,14,3,4,0,-,-,-
pro,True,?,?,92,0,14,0,-,-,-
procuratore,True,Job or Career,Job or Career#Role,28,3,10,0,-,-,-
professi,True,?,?,23,0,0,0,-,-,-
professionista,True,Qualification or Set of Circumstances,Qualification or Set of Circumstances,45,12,10,2,-,-,-
professionisti,True,Qualification or Set of Circumstances,Qualification or Set of Circumstances#-,73,7,6,3,-,-,-
professore,True,Job or Career,Job or Career,21,3,8,0,-,-,-
professoressa,True,?,?,14,1,0,0,-,-,-
prog,True,?,?,181,1,0,4,-,-,-
proibizionismo,True,?,?,15,3,2,0,-,-,-
proletariato,True,?,Qualification or Set of Circumstances,16,3,0,0,-,-,-
promossi,True,?,?,110,4,3,2,-,-,-
