word,selected,annotated_semantics,projected_semantics,freq_sketch,f-pref_itwac,f-pref_repubblica,f-pref_wikiconll,f-adv_itwac,f-adv_repubblica,f-adv_wikiconll
amore,True,?,Entity#Qualification or Set of Circumstances,10,2,0,0,-,-,-
autobiografia,True,?,?,10,2,0,0,-,-,-
bambina,True,?,Qualification or Set of Circumstances,10,0,0,0,-,-,-
cognato,True,?,Kinship,10,1,0,0,-,-,-
divinità,True,?,?,10,0,1,0,-,-,-
finale,True,?,?,10,1,0,0,-,-,-
fine,True,?,?,10,1,0,1,-,-,-
genitori,True,?,Kinship,10,0,0,0,-,-,-
governo,True,?,Qualification or Set of Circumstances,10,0,1,0,-,-,-
gratis,True,?,?,10,0,0,0,-,-,-
libero,True,?,?,10,0,0,0,-,-,-
medico,True,?,Job or Career,10,2,0,0,-,-,-
partito,True,?,Qualification or Set of Circumstances,10,2,7,0,-,-,-
perfezione,True,?,?,10,6,1,0,-,-,-
poteri,True,?,?,10,0,0,0,-,-,-
pubblico,True,?,?,10,0,0,0,-,-,-
realismo,True,?,Cultural or political movement#-,10,3,0,1,-,-,-
religiosi,True,?,?,10,0,0,0,-,-,-
schiavitù,True,?,?,10,0,0,0,-,-,-
soggetto,True,?,?,10,1,0,0,-,-,-
stagnazione,True,?,?,10,2,0,0,-,-,-
Stati,True,?,?,10,1,0,0,-,-,-
macchina,True,?,?,106,0,0,0,-,-,-
mercato,True,?,Qualification or Set of Circumstances,109,19,0,0,-,-,-
coincidenza,True,?,?,11,1,0,0,-,-,-
contratti,True,?,Entity,11,4,1,1,-,-,-
cristallo,True,?,?,11,2,0,0,-,-,-
lavoro,True,?,Qualification or Set of Circumstances,11,0,0,0,-,-,-
miracolo,True,?,?,11,3,1,0,-,-,-
monete,True,?,?,11,1,0,1,-,-,-
monologo,True,?,?,11,1,3,0,-,-,-
monopoli,True,?,Rank,11,2,2,0,-,-,-
quotidiano,True,?,?,11,1,0,0,-,-,-
rime,True,?,?,11,1,0,0,-,-,-
sconfitta,True,?,?,11,0,1,1,-,-,-
equity,True,?,?,115,0,0,0,-,-,-
citazione,True,?,?,12,0,0,0,-,-,-
collisione,True,-,-,12,49,2,0,-,-,-
diretta,True,?,?,12,1,4,0,-,-,-
interazione,True,?,?,12,1,0,0,-,-,-
remake,True,?,?,12,2,0,0,-,-,-
stazionarietà,True,?,?,12,1,0,0,-,-,-
UFO,True,?,?,12,0,0,0,-,-,-
uomini,True,?,Qualification or Set of Circumstances,12,2,1,0,-,-,-
assenza,True,?,?,13,4,1,0,-,-,-
cardinali,True,?,?,13,0,0,0,-,-,-
crisi,True,?,-,13,8,19,0,-,-,-
documentario,True,?,?,13,2,1,0,-,-,-
famiglia,True,?,?,13,0,0,0,-,-,-
poveri,True,?,Qualification or Set of Circumstances,13,3,1,0,-,-,-
pubblici,True,?,?,13,0,0,0,-,-,-
romanzo,True,?,?,13,1,5,0,-,-,-
simmetria,True,?,?,13,0,0,0,-,-,-
sinonimo,True,?,?,13,2,0,0,-,-,-
uomo,True,?,Qualification or Set of Circumstances,13,1,1,0,-,-,-
moglie,True,?,Kinship,14,2,0,0,-,-,-
nero,True,?,?,14,0,0,0,-,-,-
omonima,True,?,?,14,0,0,0,-,-,-
quarantenne,True,?,?,14,0,0,0,-,-,-
satelliti,True,?,Qualification or Set of Circumstances,14,1,0,5,-,-,-
ventennio,True,?,?,14,0,0,0,-,-,-
vuoto,True,?,?,14,7,0,1,-,-,-
certezze,True,?,?,15,5,5,0,-,-,-
costituzionale,True,?,?,15,0,0,0,-,-,-
esordiente,True,?,?,15,4,0,0,-,-,-
fidanzato,True,?,Kinship,15,0,1,0,-,-,-
gemello,True,?,?,15,1,0,1,-,-,-
Newton,True,?,?,15,0,0,0,-,-,-
pareggio,True,?,?,15,0,0,0,-,-,-
decalogo,True,?,?,16,1,1,0,-,-,-
mamme,True,?,Kinship,16,1,1,0,-,-,-
matrimonio,True,?,?,16,0,1,0,-,-,-
realtà,True,?,Qualification or Set of Circumstances,16,5,2,1,-,-,-
delitto,True,Event,Event,17,7,0,0,-,-,-
federale,True,?,?,17,0,0,0,-,-,-
incidente,True,?,-,17,2,1,0,-,-,-
parrocchia,True,?,?,17,2,0,0,-,-,-
suocera,True,?,?,17,1,1,0,-,-,-
usufrutto,True,?,?,17,1,0,3,-,-,-
