	Aegon		forse-Aegon	1
	alieni		forse-alieni	2
	amante		forse-amante	1
	amico		forse-amico	1
	amore		forse-amore	1
	autonomia		forse-autonomia	1
	avvenimento		forse-avvenimento	1
	candidato		forse-candidato	2
	comica		forse-comica	1
	dati		forse-dati	1
	dato		forse-dato	1
	elettori		forse-elettori	1
	ex		forse-ex	1
	fallo		forse-fallo	1
	falso		forse-falso	1
	fidanzata		forse-fidanzata	1
	fidanzato		forse-fidanzato	5
	futuro		forse-futuro	2
	intervista		forse-intervista	2
	lavoro		forse-lavoro	1
	libro		forse-libro	1
	maitre		forse-maitre	1
	mamma		forse-mamma	1
	manigoldi		forse-manigoldi	1
	molto		forse-molto	1
	Mundus		forse-Mundus	1
	estinto		forse-non-ancora-estinto	1
	notizia		forse-notizia	1
	notiziola		forse-notiziola	1
	padre		forse-padre	2
	parenti		forse-parenti	1
	Pdl		forse-Pdl	1
	principi		forse-principi	1
	relatore		forse-relatore	2
	ricercatore		forse-ricercatore	1
	riforma		forse-riforma	2
	Risposi		forse-Risposi	1
	romanzo		forse-romanzo	1
	strumento		forse-strumento	1
	Tav		forse-Tav	1
	telefonino		forse-telefonino	1
	trentenne		forse-trentenne	1
	uomo		forse-uomo	1
	virus		forse-virus	1
