	amore		quasi-amore	10
	autobiografia		quasi-autobiografia	10
	bambina		quasi-bambina	10
	cognato		quasi-cognato	10
	divinità		quasi-divinità	10
	finale		quasi-finale	10
	fine		quasi-fine	10
	genitori		quasi-genitori	10
	governo		quasi-governo	10
	gratis		quasi-gratis	10
	libero		quasi-libero	10
	medico		quasi-medico	10
	partito		quasi-partito	10
	perfezione		quasi-perfezione	10
	poteri		quasi-poteri	10
	pubblico		quasi-pubblico	10
	realismo		quasi-realismo	10
	religiosi		quasi-religiosi	10
	schiavitù		quasi-schiavitù	10
	soggetto		quasi-soggetto	10
	stagnazione		quasi-stagnazione	10
	Stati		quasi-Stati	10
	macchina		quasi-macchina	106
	mercato		quasi-mercato	109
	coincidenza		quasi-coincidenza	11
	contratti		quasi-contratti	11
	cristallo		quasi-cristallo	11
	lavoro		quasi-lavoro	11
	miracolo		quasi-miracolo	11
	monete		quasi-monete	11
	monologo		quasi-monologo	11
	monopoli		quasi-monopoli	11
	quotidiano		quasi-quotidiano	11
	rime		quasi-rime	11
	sconfitta		quasi-sconfitta	11
	equity		quasi-equity	115
	citazione		quasi-citazione	12
	collisione		quasi-collisione	12
	diretta		quasi-diretta	12
	interazione		quasi-interazione	12
	remake		quasi-remake	12
	stazionarietà		quasi-stazionarietà	12
	UFO		quasi-UFO	12
	uomini		quasi-uomini	12
	assenza		quasi-assenza	13
	cardinali		quasi-cardinali	13
	crisi		quasi-crisi	13
	documentario		quasi-documentario	13
	famiglia		quasi-famiglia	13
	poveri		quasi-poveri	13
	pubblici		quasi-pubblici	13
	romanzo		quasi-romanzo	13
	simmetria		quasi-simmetria	13
	sinonimo		quasi-sinonimo	13
	uomo		quasi-uomo	13
	moglie		quasi-moglie	14
	nero		quasi-nero	14
	omonima		quasi-omonima	14
	quarantenne		quasi-quarantenne	14
	satelliti		quasi-satelliti	14
	ventennio		quasi-ventennio	14
	vuoto		quasi-vuoto	14
	certezze		quasi-certezze	15
	costituzionale		quasi-costituzionale	15
	esordiente		quasi-esordiente	15
	fidanzato		quasi-fidanzato	15
	gemello		quasi-gemello	15
	Newton		quasi-Newton	15
	pareggio		quasi-pareggio	15
	decalogo		quasi-decalogo	16
	mamme		quasi-mamme	16
	matrimonio		quasi-matrimonio	16
	realtà		quasi-realtà	16
	delitto		quasi-delitto	17
	federale		quasi-federale	17
	incidente		quasi-incidente	17
	parrocchia		quasi-parrocchia	17
	suocera		quasi-suocera	17
	usufrutto		quasi-usufrutto	17
	esperimento		quasi-esperimento	18
	fallimento		quasi-fallimento	18
	mamma		quasi-mamma	18
	rissa		quasi-rissa	18
	specie		quasi-specie	18
	macchine		quasi-macchine	183
	monopolio		quasi-monopolio	186
	fidanzata		quasi-fidanzata	19
	oggetti		quasi-oggetti	19
	reato		quasi-reato	19
	record		quasi-record	19
	mistero		quasi-mistero	2
	modella		quasi-modella	2
	monastero		quasi-monastero	2
	mondiale		quasi-mondiale	2
	mondo		quasi-mondo	2
