	vendita		post-vendita	15522
	produzione		post-produzione	12751
	laurea		post-laurea	9365
	rock		post-rock	4879
	moderno		post-moderno	4517
	punk		post-punk	4507
	apocalittico		post-apocalittico	3453
	sisma		post-sisma	3273
	diploma		post-diploma	3095
	terremoto		post-terremoto	3050
	dottorato		post-dottorato	2690
	menopausa		post-menopausa	2664
	parto		post-parto	2651
	marketing		post-marketing	2472
	modernità		post-modernità	2331
	trattamento		post-trattamento	2202
	partita		post-partita	2178
	intervento		post-intervento	1997
	verità		post-verità	1937
	allenamento		post-allenamento	1737
	raccolta		post-raccolta	1581
	gara		post-gara	1553
	apocalittica		post-apocalittica	1524
	emergenza		post-emergenza	1520
	trapianto		post-trapianto	1484
	operatori		post-operatori	1454
	natale		post-natale	1360
	Covid		post-Covid	1315
	sovietica		post-sovietica	1298
	consumo		post-consumo	1277
	hardcore		post-hardcore	1272
	crisi		post-crisi	1133
	umano		post-umano	959
	comunisti		post-comunisti	955
	concilio		post-concilio	920
	workout		post-workout	883
	guerra		post-guerra	871
	Brexit		post-Brexit	859
	processing		post-processing	844
	elaborazione		post-elaborazione	832
	conflitto		post-conflitto	819
	fascista		post-fascista	797
	grunge		post-grunge	706
	lancio		post-lancio	704
	evento		post-evento	665
	acuzie		post-acuzie	662
	riforma		post-riforma	641
	esposizione		post-esposizione	640
	modernismo		post-modernismo	637
	rivoluzionaria		post-rivoluzionaria	626
	Concilio		post-Concilio	598
	scuola		post-scuola	591
	voto		post-voto	555
	pandemia		post-pandemia	554
	fordismo		post-fordismo	516
	rivoluzionario		post-rivoluzionario	509
	ictus		post-ictus	469
	esercizio		post-esercizio	461
	impressionismo		post-impressionismo	436
	elezioni		post-elezioni	432
	fazione		post-fazione	432
	covid		post-covid	424
	apocalittici		post-apocalittici	415
	test		post-test	415
	lockdown		post-lockdown	411
	qualifica		post-qualifica	406
	installazione		post-installazione	401
	trauma		post-trauma	390
	adozione		post-adozione	380
	strutturalismo		post-strutturalismo	379
	informazione		post-informazione	373
	democrazia		post-democrazia	372
	combustione		post-combustione	371
	apartheid		post-apartheid	352
	infarto		post-infarto	338
	comunismo		post-comunismo	322
	aborto		post-aborto	311
	fascisti		post-fascisti	311
	operazione		post-operazione	292
	ricovero		post-ricovero	287
	nazionale		post-nazionale	276
	Kyoto		post-Kyoto	275
	acquisto		post-acquisto	267
	apocalittiche		post-apocalittiche	265
	colonialismo		post-colonialismo	263
	base		post-base	259
	gravidanza		post-gravidanza	245
	dimissione		post-dimissione	243
	modern		post-modern	243
